id,name,host_id,host_name,latitude,longitude,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bedroom_count,bathroom_count,bed_count,true_district_Central & Western,true_district_Eastern,true_district_Islands,true_district_Kowloon City,true_district_Kwai Tsing,true_district_Kwun Tong,true_district_North,true_district_Sai Kung,true_district_Sha Tin,true_district_Sham Shui Po,true_district_Southern,true_district_Tai Po,true_district_Tsuen Wan,true_district_Tuen Mun,true_district_Wan Chai,true_district_Wong Tai Sin,true_district_Yau Tsim Mong,true_district_Yuen Long
72571,Rental unit in Sheung Wan,304876,Brendan,22.28463,114.15054,482.0,28,151,9,0,0,1,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132773,Rental unit in Hong Kong Island,304876,Brendan,22.28921,114.14325,1475.0,5,247,9,0,24,1,0,0,0,2,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163664,Rental unit in Sheung Wan,304876,Brendan,22.28494,114.14901,616.0,2,225,9,0,0,1,0,0,0,2,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163742,Rental unit in Sheung Wan,304876,Brendan,22.28657,114.14889,1210.0,4,244,9,336,10,1,0,0,0,2,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248140,Rental unit in Sheung Wan,1300549,Darren,22.28228,114.14923,750.0,2,196,1,82,26,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263081,Rental unit in Mid-level,1370155,Chuster,22.27723,114.15083,22281.0,10,0,1,340,0,0,0,1,0,3,2.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274589,Rental unit in Hong Kong Island,1435069,Shanshan,22.27924,114.16995,1615.0,4,274,1,235,26,1,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280746,Rental unit in Hong Kong,1443229,Alice,22.46592,113.98207,1047.0,3,46,4,307,7,1,0,0,0,3,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463214,Condo in Sai Wan,2296168,Arnaud,22.28537,114.14238,1283.0,3,19,1,0,0,1,0,0,0,2,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505456,Rental unit in Sheung Wan,1189239,Audrey,22.28543,114.1489,884.0,1,274,1,243,29,1,0,0,0,1,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562683,Rental unit in Wan Chai,2767794,Check Inn HK,22.27825,114.17699,380.0,1,113,46,365,0,0,0,0,1,1,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562808,Rental unit in Wan Chai,2767794,Check Inn HK,22.27825,114.17699,380.0,1,25,46,365,0,0,0,0,1,1,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562817,Rental unit in Wan Chai,2767794,Check Inn HK,22.27825,114.17699,386.0,1,176,46,362,11,0,0,0,1,1,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562840,Rental unit in Wan Chai,2767794,Check Inn HK,22.2782412,114.1769881,380.0,1,29,46,365,1,0,0,0,1,1,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578652,Bed and breakfast in Hong Kong,2846701,Veronica,22.25382,113.86251,2558.0,1,14,3,7,0,0,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603049,Bed and breakfast in Hong Kong,2846701,Veronica,22.25552,113.86369,1617.0,1,46,3,41,2,0,1,0,0,1,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603050,Bed and breakfast in Hong Kong,2846701,Veronica,22.25575,113.86351,1209.0,1,29,3,44,1,0,1,0,0,1,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603085,Rental unit in Sheung Wan,2376514,Sun-Ok,22.28589,114.14975,1022.0,3,4,4,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603232,Rental unit in Discovery Bay,2986287,Tish,22.29313,114.01591,1200.0,10,36,1,1,2,1,0,0,0,2,2.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645404,Hostel in Hong Kong,634820,Wontonmeen,22.32532,114.16433,260.0,1,182,3,26,36,0,1,0,0,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
646645,Hostel in Hong Kong,634820,Wontonmeen,22.32532,114.16433,280.0,3,37,3,120,0,0,0,1,0,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
728122,Rental unit in Mong Kok,3784841,Albert,22.31807,114.17081,337.0,28,11,4,193,1,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
728126,Rental unit in Mong Kok,3784841,Albert,22.31808,114.1706,420.0,28,21,4,92,4,0,0,1,0,1,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
733192,Rental unit in Mong Kok,3820308,David,22.32135,114.16919,2166.0,1,93,18,349,13,1,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
736732,Rental unit in Hong Kong,3800609,Zoe,22.32026,114.172,1058.0,1,97,9,223,33,1,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
741955,Rental unit in Mong Kok,3784841,Albert,22.31828,114.17047,324.0,28,21,4,275,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
742040,Rental unit in Mong Kok,3784841,Albert,22.31792,114.17042,291.0,28,45,4,204,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
764696,Rental unit in Sheung Shui,4031260,Jen Ai,22.50294,114.13365,350.0,30,37,2,299,0,0,0,1,0,1,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
767022,Rental unit in Stanley,1853636,Ella,22.23025,114.21702,7019.0,90,5,1,0,0,1,0,0,0,3,2.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788273,Rental unit in Hong Kong Island,4128982,Françoise,22.21287,114.03027,1572.0,3,7,2,338,1,1,0,0,0,2,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792974,Rental unit in Mid-level,2172438,Joy,22.28044425470254,114.15063551221294,1246.0,7,42,1,117,16,1,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849316,Rental unit in Causeway Bay,4414395,Mike,22.27742,114.18156,800.0,1,103,1,25,14,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
860891,Rental unit in Sai Wan,4509858,Akiei,22.28483,114.14237,1171.0,90,1,4,172,0,1,0,0,0,2,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860892,Rental unit in Sai Wan,4509858,Akiei,22.28294,114.14081,1132.0,60,1,4,89,0,1,0,0,0,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861654,Rental unit in Kowloon,3820308,David,22.307896,114.166949,986.0,1,37,18,365,1,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
869969,Rental unit in Hong Kong,4584648,Ivy,22.32514,114.17712,217.0,30,2,398,364,0,0,0,1,0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881913,Condo in Sheung Wan,4509858,Akiei,22.2851,114.14602,999.0,60,1,4,267,0,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903169,Rental unit in Yau Ma Tei,4584648,Ivy,22.31188,114.17065,160.0,29,2,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
926138,Rental unit in Mong Kok,4971086,Aunt Alice,22.32257,114.17058,1365.0,2,394,5,0,13,1,0,0,0,2,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
944283,Rental unit in Central,5100812,Nana,22.28457,114.15375,1287.0,6,80,2,153,17,1,0,0,0,2,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956857,Rental unit in Central,5100812,Nana,22.28324,114.15418,390.0,8,5,2,50,1,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957513,Condo in Sheung Wan,5207666,James,22.28526,114.14737,875.0,2,40,1,335,4,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992390,Rental unit in Central,5181284,Peter,22.28272,114.15307,722.0,6,165,2,66,7,1,0,0,0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008590,Hostel in Tsim Sha Tsui,4812035,Urban Pack,22.29796,114.17181,115.0,30,109,7,0,0,0,0,0,1,1,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1016855,Rental unit in Hong Kong,4584648,Ivy,22.28665,114.15054,180.0,30,2,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019390,Rental unit in Sheung Wan,2014297,Cheryl,22.28589,114.15149,600.0,1,66,1,360,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022377,Rental unit in Lantau Island,3905388,Janet,22.24152,113.97984,971.0,2,189,1,48,1,1,0,0,0,1,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033352,Rental unit in Hong Kong,4584648,Ivy,22.27904,114.18033,180.0,30,1,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1036146,Rental unit in Discovery Bay,2376514,Sun-Ok,22.29549,114.02187,1857.0,90,0,4,365,0,1,0,0,0,3,2.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046393,Rental unit in Wan Chai,4584648,Ivy,22.27841,114.17121,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1060831,Home in Islands District,2376514,Sun-Ok,22.29288,114.01123,3990.0,30,4,4,365,0,1,0,0,0,3,2.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108132,"Rental unit in Soho, Hong Kong Island",6084316,Lulu,22.28071,114.15381,741.0,1,511,1,0,44,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145659,Rental unit in Hong Kong,4584648,Ivy,22.27655,114.18077,180.0,29,0,398,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1165573,Rental unit in Mid-level,4258815,Faye,22.28122,114.15135,1036.0,2,158,1,38,25,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171633,Rental unit in Sheung Wan,4584648,Ivy,22.28528,114.15186,180.0,31,2,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182474,Rental unit in Mongkok,6361579,Man Ching Athena,22.31585,114.16888,424.0,2,115,12,50,14,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1187498,Rental unit in Wan Chai,4584648,Ivy,22.28564,114.14785,180.0,30,2,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187738,Rental unit in Sham Shui Po,4584648,Ivy,22.33247,114.16271,217.0,30,0,398,365,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1187770,Rental unit in Mong Kok,4584648,Ivy,22.31447,114.17082,160.0,29,0,398,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1229848,Rental unit in Stanley,6708889,Marcos,22.21892,114.21369,800.0,7,30,2,304,0,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1312023,Rental unit in Hong Kong,4584648,Ivy,22.31214,114.17227,620.0,30,0,398,365,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1476913,Rental unit in Hong Kong Island,2716535,Jade,22.27834,114.17437,564.0,2,9,2,0,0,1,0,0,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1534018,Rental unit in Sai Wan,8178525,Lesley,22.28611,114.13637,750.0,3,1,1,0,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591100,Rental unit in Hong Kong,168410,Edmond,22.28725,114.14153,1250.0,3,11,2,1,7,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623311,"Rental unit in Central, Hong Kong",8632157,Sara,22.28115,114.15348,800.0,7,6,1,262,0,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642196,Rental unit in Hong Kong,1190017,Paul,22.28934,114.21915,10000.0,30,0,3,84,0,1,0,0,0,3,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752310,Rental unit in Hong Kong,808933,Jason,22.27547,114.17369,1073.0,7,151,4,283,17,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1774268,Bed and breakfast in Hong Kong,9318245,Sy,22.48134,114.05844,850.0,1,1,1,364,1,0,0,1,0,1,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1832930,Rental unit in NT,4031260,Jen Ai,22.52314,114.18193,350.0,3,15,2,71,1,0,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1887852,Rental unit in Central And Western District,4584648,Ivy,22.28115,114.15777,230.0,30,2,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907254,Rental unit in Hong Kong,4509858,Akiei,22.28323,114.14365,1154.0,90,0,4,264,0,1,0,0,0,2,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910193,Rental unit in Hong Kong,4584648,Ivy,22.28853,114.19887,180.0,30,1,398,365,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922220,Rental unit in Hong Kong Island,5181284,Peter,22.28335,114.15275,647.0,20,90,2,77,1,1,0,0,0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944230,"Rental unit in Discovery Bay, Lantau Island,",10056448,Annie,22.29376,114.02168,1843.0,10,61,3,268,4,1,0,0,0,3,2.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971970,Rental unit in Wan Chai District,4584648,Ivy,22.27695,114.17563,180.0,30,1,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023516,Rental unit in Hong Kong,4584648,Ivy,22.27705,114.17593,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2039863,Rental unit in Hong Kong,6067974,Wilson,22.28608,114.1912,1200.0,28,54,62,181,0,1,0,0,0,2,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2079554,Rental unit in Hong Kong,4584648,Ivy,22.28522,114.13643,180.0,30,1,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084693,Rental unit in Hong Kong,10647247,Patrick,22.35852,114.14402,835.0,7,33,1,104,5,1,0,0,0,2,1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2104151,Condo in Hong Kong,4971086,Aunt Alice,22.32238,114.17041,1386.0,3,360,5,137,22,1,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2133475,Rental unit in Hong Kong,10056448,Annie,22.29654,114.01088,980.0,10,5,3,61,1,1,0,0,0,1,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180315,Rental unit in Hong Kong,4584648,Ivy,22.31533,114.1681,217.0,30,0,398,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2184084,Rental unit in Hong Kong,10713209,Eric,22.28143,114.14003,1951.0,30,20,1,0,0,1,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186111,Rental unit in Yau Ma Tei,10428889,The,22.31371,114.17006,349.0,30,0,11,363,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2217839,Rental unit in Hong Kong,4584648,Ivy,22.28942,114.19454,160.0,30,1,398,364,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298810,Home in Hong Kong,11741853,Phil,22.39501,114.26992,650.0,1,127,1,263,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2333604,Rental unit in Hong Kong,11920400,Jo,22.29182,114.20248,900.0,5,0,1,358,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342794,Rental unit in Mong Kok,4971086,Aunt Alice,22.3223,114.17032,2051.0,3,196,5,127,8,1,0,0,0,3,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2413558,Rental unit in Hong Kong,4584648,Ivy,22.28547,114.21686,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468216,Rental unit in Hong Kong,1654196,Hi,22.27577,114.17463,1980.0,1,93,95,349,0,1,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2472517,Rental unit in Hong Kong,12326516,Kk,22.31338,114.1677,1069.0,28,344,1,325,15,1,0,0,0,2,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2527002,Rental unit in Hong Kong,4584648,Ivy,22.33856,114.21525,180.0,30,1,398,365,0,0,0,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2551147,Rental unit in Hong Kong,4584648,Ivy,22.27798,114.18068,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2601487,Rental unit in Hong Kong,4584648,Ivy,22.27822,114.18253,217.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2602519,Rental unit in Mong Kok,12404807,Melody InHK,22.31661,114.17143,784.0,1,310,3,0,23,1,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2604819,Rental unit in Hong Kong,12404807,Melody InHK,22.31841,114.17118,1547.0,1,87,3,207,10,1,0,0,0,4,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2612849,Condo in Hong Kong,12404807,Melody InHK,22.31652,114.17006,741.0,1,248,3,232,20,1,0,0,0,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2646158,Rental unit in Hong Kong,4584648,Ivy,22.2781,114.18333,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2653430,Rental unit in Hong Kong,4584648,Ivy,22.28102,114.18248,180.0,30,1,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2653478,Rental unit in Hong Kong,4584648,Ivy,22.27675,114.18003,180.0,30,0,398,364,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2757546,Rental unit in Hong Kong,14106467,Roberto,22.26772,114.1871,800.0,1,8,1,365,0,0,0,1,0,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2764689,Rental unit in Central,9938700,Anna,22.28508,114.15398,395.0,1,44,4,345,30,0,0,1,0,1,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868081,Rental unit in Hong Kong,14661584,Wendy,22.28763,114.19232,700.0,30,1,1,0,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881042,Rental unit in Hong Kong,14626463,Wendy,22.29767,114.17158,1210.0,1,15,3,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2881064,Rental unit in Hong Kong,14626463,Wendy,22.29588,114.17171,968.0,1,40,3,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2909327,Rental unit in Hong Kong,14861546,Tane Residence,22.28008,114.18609,378.0,60,6,121,355,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2939697,Rental unit in Hong Kong,4584648,Ivy,22.28579,114.14907,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970176,Rental unit in Hong Kong,14861546,Tane Residence,22.27859,114.18473,333.0,30,44,121,298,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2970536,Rental unit in Hong Kong,14861546,Tane Residence,22.27993,114.18438,468.0,30,28,121,364,0,1,0,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2989687,Rental unit in Hong Kong,4584648,Ivy,22.31281,114.17039,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2989858,Rental unit in Hong Kong,4584648,Ivy,22.28469,114.15372,180.0,30,2,398,364,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989907,Rental unit in Hong Kong,4584648,Ivy,22.27839,114.15166,180.0,31,1,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990012,Rental unit in Hong Kong,4584648,Ivy,22.28392,114.1487,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998886,Rental unit in Hong Kong,14626463,Wendy,22.29609,114.17031,1430.0,1,0,3,0,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2999248,Rental unit in Hong Kong,4584648,Ivy,22.28593,114.15242,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999296,Rental unit in Hong Kong,4584648,Ivy,22.28662,114.14769,180.0,30,1,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999332,Rental unit in Hong Kong,4584648,Ivy,22.27834,114.17328,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2999376,Rental unit in Hong Kong,4584648,Ivy,22.28807,114.20923,174.0,30,0,398,365,0,0,0,1,0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999430,Rental unit in Central And Western District,4584648,Ivy,22.28339,114.19076,180.0,30,1,398,365,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3002319,Rental unit in Hong Kong Island,304876,Brendan,22.28835,114.14827,1095.0,4,149,9,331,23,1,0,0,0,1,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021624,Rental unit in Hong Kong,15397373,Carina,22.27891,114.17636,1294.0,3,197,1,123,34,1,0,0,0,3,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3034946,Condo in 香港,9157229,Milky,22.31152,114.17055,1902.0,3,20,11,348,2,1,0,0,0,2,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3043288,Rental unit in 香港,9157229,Milky,22.31794,114.17207,1904.0,3,14,11,347,1,1,0,0,0,2,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3047488,Rental unit in Hong Kong,3820308,David,22.31171,114.17099,649.0,60,83,18,241,1,1,0,0,0,1,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3052764,Rental unit in Hong Kong,4584648,Ivy,22.28731,114.13867,180.0,30,0,398,364,0,0,0,1,0,1,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069740,Rental unit in Hong Kong,304876,Brendan,22.28436,114.13802,561.0,14,52,9,365,12,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069823,Rental unit in Hong Kong,304876,Brendan,22.28543,114.13787,594.0,14,24,9,324,3,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069856,Rental unit in Hong Kong,304876,Brendan,22.28401,114.13914,511.0,4,12,9,0,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069865,Rental unit in Hong Kong,304876,Brendan,22.28431,114.13778,657.0,5,21,9,359,4,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3085792,Home in Hong Kong,15586744,Sven,22.38455,114.1877,1550.0,28,5,17,365,0,1,0,0,0,3,3.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3106194,Rental unit in Hong Kong,4584648,Ivy,22.28513,114.15157,180.0,30,0,398,365,0,0,0,1,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115717,Rental unit in Discovery Bay City,15831550,Timothy,22.30425,114.00937,1200.0,2,144,1,309,11,1,0,0,0,2,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152441,Rental unit in Tseung Kwan O,15586744,Sven,22.29396,114.27094,480.0,28,8,17,264,0,0,0,1,0,1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
